2	1.000	-80.000	0.000	0.000	
2	2.000	-80.000	0.000	0.000	
2	3.000	-80.000	0.000	0.000	
2	4.000	-80.000	0.000	0.000	
2	5.000	-80.000	0.000	0.000	
2	6.000	-80.000	0.000	0.000	
2	7.000	-80.000	0.000	0.000	
2	8.000	-80.000	0.000	0.000	
2	9.000	-80.000	0.000	0.000	
2	10.000	-80.000	0.000	0.000	
2	11.000	-80.000	0.000	0.000	
2	12.000	-80.000	0.000	0.000	
2	13.000	-80.000	0.000	0.000	
2	14.000	-80.000	0.000	0.000	
2	15.000	-80.000	0.000	0.000	
2	16.000	-80.000	0.000	0.000	
2	17.000	-80.000	0.000	0.000	
2	18.000	-80.000	0.000	0.000	
2	19.000	-80.000	0.000	0.000	
2	20.000	-80.000	0.000	0.000	
2	21.000	-80.000	0.000	0.000	
2	22.000	-80.000	0.000	0.000	
2	23.000	-80.000	0.000	0.000	
2	24.000	-80.000	0.000	0.000	
2	25.000	-80.000	0.000	0.000	
2	26.000	-80.000	0.000	0.000	
2	27.000	-80.000	0.000	0.000	
2	28.000	-80.000	0.000	0.000	
2	29.000	-80.000	0.000	0.000	
2	30.000	-80.000	0.000	0.000	
2	31.000	-80.000	0.000	0.000	
2	32.000	-80.000	0.000	0.000	
2	33.000	-80.000	0.000	0.000	
2	34.000	-80.000	0.000	0.000	
2	35.000	-80.000	0.000	0.000	
2	36.000	-80.000	0.000	0.000	
2	37.000	-80.000	0.000	0.000	
2	38.000	-80.000	0.000	0.000	
2	39.000	-80.000	0.000	0.000	
2	40.000	-80.000	0.000	0.000	
2	41.000	-80.000	0.000	0.000	
2	42.000	-80.000	0.000	0.000	
2	43.000	-80.000	0.000	0.000	
2	44.000	-80.000	0.000	0.000	
2	45.000	-80.000	0.000	0.000	
2	46.000	-80.000	0.000	0.000	
2	47.000	-80.000	0.000	0.000	
2	48.000	-80.000	0.000	0.000	
2	49.000	-80.000	0.000	0.000	
2	50.000	-80.000	0.000	0.000	
2	51.000	-80.000	0.000	0.000	
2	52.000	-80.000	0.000	0.000	
2	53.000	-80.000	0.000	0.000	
2	54.000	-80.000	0.000	0.000	
2	55.000	-80.000	0.000	0.000	
2	56.000	-80.000	0.000	0.000	
2	57.000	-80.000	0.000	0.000	
2	58.000	-80.000	0.000	0.000	
2	59.000	-80.000	0.000	0.000	
2	60.000	-80.000	0.000	0.000	
2	61.000	-80.000	0.000	0.000	
2	62.000	-80.000	0.000	0.000	
2	63.000	-80.000	0.000	0.000	
2	64.000	-80.000	0.000	0.000	
2	65.000	-80.000	0.000	0.000	
2	66.000	-80.000	0.000	0.000	
2	67.000	-80.000	0.000	0.000	
2	68.000	-80.000	0.000	0.000	
2	69.000	-80.000	0.000	0.000	
